sample_id,source_video,camera_id,location_id,recording_session,split,class_labels,sha256,phash
crop_00332,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,81eb6dda820d301cef3dbdc91a01665707f79b6275fc8501ea00ac5c1337b9fb,0eeb3bc52f5fa27e
crop_00333,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,759bd8ad91a9ecbcf433d2d9967ae618ddd35bc22e8533f81e6b8a34cf5f663d,f213451335ed439a
crop_00334,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,0fa609a26a098b08b7462b529011e0730c5936770109e690131e0f33b318f4ee,e757def6a583ccd7
crop_00335,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,e7b13e53bb6c629f444bd885af1595f40ef44b3335450a92597d5aa8b0d68312,426626dd80db1b2f
crop_00336,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,34e1b2eb11614f7010a97ee3a9bc31907fbde1b43103cb1f2d9acc6ccbabfa4a,015203283f53e731
crop_00337,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,19d6dd69c375e3e7a7f4fad167e5bb593e3e3d44ecadbeda76e90b4072c090f3,1ace538f77d3362d
crop_00338,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,1717d444a5d53fe26e6766473c316d5c2c110fd6845a207a6d71485a7482e4ee,dc340ac4edab2119
crop_00339,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,57ea15c55e5aef873cdc6b49b80f0be35174ae252b3c4e5aa74b5d53646961dd,a5270828fe61b42c
crop_00340,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,62bc2cf5c0e2726587211d1bf97534ace1aecbaae3ad2af9e4c6febde2089777,fa03c42668676394
crop_00341,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,2f4b55b793dac6b9d171d1e252a2341087d7e8d3b73b84585fa647bea44bb7cf,a29f2cc91a97c426
crop_00342,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,792125b5eddf8a15f71cc3b4058ee015e0dbb507f98ff6bb757328a3b874cdda,258176d6a8345295
crop_00343,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,adeae015c623036c3151148976739f2518549163631e159c47fa352785eb71b4,876720fe870e815d
crop_00344,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,b2dca7e93bc6ce4161ddcd99e0c3356f0f497334b5fee91ee30de997d908f14a,c02bd60d55206e71
crop_00345,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,9c00d58ce2edee2133f678ae419bc9117cb6bbddabd32751299a5c2cdd0ef8a1,77ce16aad6ac814d
crop_00346,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,1fd8cd3170c617fc9c8cdea99731b9f585ddb123745a7da15b53ff32075f6d56,24b71f603065ec05
crop_00347,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,6055523afd868bc054ad179b9c162ec4aaa50c877df11f0911bfe1d45d6cf1d8,c15854dc22d56bea
crop_00348,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,8f9ba7aadfc1ab8098719cbbd9a44e13755e9196343e3651bfa9ccfa83468c59,d44a2e05199b0c5b
crop_00349,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,839103a365f0cfe1b641943ab31fd87f6d75e75667904b02dc681286a6edc4a9,0950d7229df39139
crop_00350,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,d56e611465e643bccce3749aae1d96bd0232ea32e9583d532e4104fba5409623,430340fcb7be5b9a
crop_00351,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,c84d2851cae98d106b1d57feececf9b576b121438fcd5983afc04fc73b180220,9fb4523fa59d3653
crop_00352,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,a23ca7b22312b7ebf3c38e02499f87ba7768bb74f4b1c57dc8aec6271c40225a,848a45ab58ec2eab
crop_00353,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,3bb274028517f19168fd573d3bbfd7da5cbc51b2a2d6d4865463131686307063,43a08322a64951b5
crop_00354,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,9af77dec2f3766f8ec0815d24713a5a1f216f338b6c3b145d753f95d11a57dec,5a9b5d2cbcacfe1e
crop_00355,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,c02092fd76dc566295ca7a13f7086e80da6e2f8150529d0b7807cc32a5a18bf8,56fd534318068d37
crop_00356,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,72dff2418d4a51c76637dce4370d9be33008ec23a80424f77f1731bea97b59ac,df695fb0520b506a
crop_00357,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,6fbaf9c40b8a7c3e2cb02ac684e5c8c55efd9efa648571c75a27ea59463beb22,5a034033685fd443
crop_00358,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,45e13be42ec17ae7e9dd9317c81b08f8bdaafabec224dbbbf0e610eb258b9ada,fadb08c6f9194620
crop_00359,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,7e42df6b77e8a37f247bb2daa9d1d477591c98fb081a6ca15c6a6e38b2661629,3e93402b14714097
crop_00360,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,a4b2c2557a40537312bcea45841121d9c24a6ec3bd09433cfbe85501da5cd571,132b2ac5772d7d35
crop_00361,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,2365be3c039abd7b126347f2a4df529e1914c2f0011f966d6fd95d556aae0f6c,4a4f196df91b32e7
crop_00362,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,aaf37d164d900d9adb999fef9c36197d948cc36463649e3c23214754f0ada8ec,f9d0860d6cf6b60a
crop_00363,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;no-vest,163ee23eaa3e08029cc5166096eeaab8fb3fd191afa7e8af814684176b5ec61b,3c603328e59cbd49
crop_00364,rec_session_01.mp4,cam_01,site_a,session_01,train,no-helmet;vest,821154c38134504d2f78040172c30aaec652b0f32ef14bacd14787a4f499ddb0,ba81b9990b52b4ef
crop_00365,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,95fe6662cf2c56e26d15c423a868bfd715eb45417285dc5a8dd163cb47ea4fc4,700cdafba5888c53
crop_00366,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,32aeed70a23615f06ca6402ab4268e4f08266c1dcdc55dca460b660c8daf2ec9,e3b60cb961ecc86f
crop_00367,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,c227c5368088747b981851c32eac8579f61a2d4d95a1e8bb325f1f383ec2492d,a6ac0707b42cbcac
crop_00368,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,dd923c4732988efb672877e9b02cb2a0e179c397632a80c13e867cef4455188c,24ba73863afb19f1
crop_00369,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,c6f536f018fbc34b5c2fd983d7ea6d5891e4d4dc9f76d2dd54d137251e6a6045,db2690124489191f
crop_00370,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,34927a399eaad10d52b2931a12d2ec161c5848752309cd1fe4201800f3ff61ce,c7e19e1d6070bba0
crop_00371,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,845c9de3680e0a44c94e0ae1c8ccc2c6b62e41c789ed8b0b89d3f98f0776b333,b25b54bbb65a37c0
crop_00372,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,193502564f1defaf4e544a796612b8ded0fc2c9dc39eba24ae618475c786f0a3,8c995ddd7a8dfd4c
crop_00373,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,4407c9d48f5e9882be87041132c0e2badb8c2973b3d28f3013c4529c9bc578ff,d0c16ccdc57eb7ad
crop_00374,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,f8e4565fe7247a123f4ee9a6555485d211b76983d3afd81b01cc0067a1e17c72,8b9e90fe10762c05
crop_00375,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,490d0169b1d95a9f7a50a9f5d421bbeb44211048617bf0874db5e29bf7e1e665,b6efc1799caa40d4
crop_00376,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,f2f0c8e83908dc51db46481275d04763163f394142070bd3dd5293273eb83585,7a94e5e35fe9b1d7
crop_00377,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,9b3d767a32033e3b8a554eac7e16523e0b3d7f251f034721a0763399e62b497c,b7b06882bf8fa8d1
crop_00378,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,ae6549241eff36eb9dc981d1e9ea38193c80a44ddf9463fa78c3617bac16f8e4,50602335952fe417
crop_00379,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,43bf25ab810a0360e08119e00fe4d00c0e25e495118dc3cbccfcfde93ba143b5,f33a118e4dd7d701
crop_00380,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,1d9706cf07b3215b6da714eac74ad133e14ef4b2b2476f8856423ae221605a03,8b31c0fef72deaf8
crop_00381,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,66b29bc139bc475813ff297b9bc311570149fd664d11c07318c6bd6e4cf4f11a,c1c4f2d8acbbd546
crop_00382,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,abbb1bc570c578d00f16981d20579240ba039197e885b89be351b559fbf78815,98d5935c1c784746
crop_00383,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,b2430bb57868de6573692ef37ee51f861036feb4b43997c9b65eb800edb5d31e,5aa12164b8d05cae
crop_00384,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,c6eb341e79890813790d91c37d81c8d26ade398d7b2b4a559598a7ff0e441d9d,cdea23f76db8d92f
crop_00385,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,f0c2fcd40d7b80fe3faa48203f25c9ef6b578b8af6bb155136d1650d226e5e94,b630146563635ee1
crop_00386,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,85c3977a87860ce3f0c47885d319f21316dc18964d064ff3033b8086a624d39b,6aaf30948005a7af
crop_00387,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,56354e61b3a2a45625f5c9411b90471a7dd373431ca3c87698b752a86331d5aa,81d0d016c34cf899
crop_00388,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,4b0a7151631e81bf9cd9e474bb464c74b823f8a2bb4d05839110aa5a0beac4c6,0f42793d7258205f
crop_00389,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,44883325f3777180adde4af4c636aa195750cb055468c1bfc7b5eb6e66f9ef8f,1ad2332b10abc61d
crop_00390,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,26d1c0dfe809bddcc39710525a3e5a74f092f0b81dd91f094eea1c77520e4992,f16b901edf2950bf
crop_00391,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,61944011d474f6038cb6aabe277890d18d85e163be1839db5dfdf164013fb3a3,c74060ca00107d27
crop_00392,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,0a4277c47cc668b9913d3c94dad426e003f1e1e3fd2602224ce6e87a427a5bac,dee950a3c771c19e
crop_00393,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,e83407ee62eb13337d5b80e5ea82b289fcc287a337918d3934241de0a2cee0db,f0784aa4d6f7ab44
crop_00394,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,bbdb7b77310fd9a749477bb7065f873a05d90dedc7793ed6b93e7f3255192507,355e6dd1dd12068a
crop_00395,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,fca15316df41d7ea92f1113340748ef7881bfb85b5745740abf18c8b8444d10e,e8e32563c00fe2c6
crop_00396,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,9c8ea0bc85b4da8f100738c0f3036b3a6c7ed29bcbfc7fbaf06ea29b54c64c7b,2f9be7f688c43f25
crop_00397,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,3b7ed18536324002a22c746785ef4f0edb5c41bb0a74edfd9d9c96c7d5153c55,fd5a7339887a73e3
crop_00398,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,dc88e30eda754ad982d77f94c42d624fc8bb3f85ed2877dea24aaaa576358535,e99750265d42f973
crop_00399,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,8ecb98985439061a3acb15922d0ba0421a3c44fc941ba4be752c216664b41511,2cb7675e156fe499
crop_00400,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,8b2c561c3d008d58f9fa66151d0076805c5e9be220bf9a2c354fc478cc7c75b3,af4b295a4359d132
crop_00401,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,4051ead25803fc82c1a67542d38b53d98b02ac933f60c48091c93e528c1a2be0,7f6a278f68931ace
crop_00402,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,ea2e8fe7aef9e8c0269eb248b5a8da57e08b7de6af42a36ff16ede5387b07229,fa36eb01c315ad97
crop_00403,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,8cf64efe92ac1e6d57c03729ece7974bb9e978b6c9638ebdb9aa49c1f88a4dd5,cc8459d6b36e06d6
crop_00404,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,c21ab8c4e8afc6579f520fb8f0fce322fa09bf3b9e5a22cd8b45d557f83519fd,e4d49fb2425d82a9
crop_00405,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,04a1d576fbc9f75506a4867f979055e04e9db275f04a46beec150cd7c39ee6e5,85a0915274b650ae
crop_00406,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,54d99be2148e258954a4f02cff189e6adde31fe8d571cba028f10ac45f488dae,6fa2cae221034251
crop_00407,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,8e76ee4da1061c6f012079c96abbdc61e71b70b6728bb3f1a9bb88e98c25feba,f54b99c36cb9a4ac
crop_00408,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,be5ce813675612a1a088308c9fd09d032664c58f717813981254f2b9d520e5cf,f3ddcd8d430c7070
crop_00409,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,9ce54431c630b466c58b3d23b683ae9b7adefb20e555ff06124d2d24719b2441,1825ee48f12fbccd
crop_00410,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,b03e1163fd54082b072e6f61d44a4e5caebfc6593791f4102a36ad052f29fa48,0a5f7b8c303b8fae
crop_00411,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,c6abd949051dc66f06aa5bb6642fa87ccb56bfec76bfbc088731fcfff77d654a,bd4073561e47a12b
crop_00412,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,4819d3845d48db2489abf51b7e47a24c280a86fb5bc48eae94ed0d7b3e967c79,9edbfe3afc33258d
crop_00413,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,e2ea3127038ae14a244d92f7a185b7b874ca0e155874ee176527b3cc1980e8ad,6366201e0daabb1e
crop_00414,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,a7a9df4b9b6f032b3153696ed11d81ac29e7e21f1c7e4a6b665a696e008b38f9,7b30712b5f487b19
crop_00415,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,0aa88d4e498fe3f9c5bd7dafe55ad3d189deefe220ebe7a5b2729b05f5f7ba02,e0ba57e2bfe116d4
crop_00416,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,1e22b3d64649630ae881079d888791362625105ea9bb7d7df098b008ac01df8f,f98dc14e0ac1ad9a
crop_00417,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,a6ff9f8bd8bee967675117d97524b40bdbb27ce12d95071202c9724e4e9dc1f2,dddc3fa9addf4362
crop_00418,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,4f6a83ca7511ff6f4afbf5729229e5b38ee2f44fab1e0ed93536523a08d8725e,b1a66db647c5a585
crop_00419,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,e3d4079a4b34d29b0b95208358cc30926c9de6dcbf8ee09ae8cdc1406ed130cc,823169328da788f6
crop_00420,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,e8ab4d8e537fcfb9a3b27f95e7dfeac483f9343fde53fe888754327344db5d48,778ca792d1f568ad
crop_00421,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,e874e890faab029fed09c33b337a3db1f7ada40adf47cb4d6378718bf97e932d,aece58ec6b150719
crop_00422,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,34d2ea5ba139c31655c511b3358ca99335716c40e0dac012a7a66db92da78826,1722a36262227390
crop_00423,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,b7fc5a9a071361d32ea5fa4e6a230a3654bdef54b01a9b15e748e79450dc222b,ee32b1bf3ab66d09
crop_00424,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,f9c9937540f02dad0cb53b5984a4b673c0b8bb911d8fb9a53d8aa7e751751bb2,459c6b38d4b90070
crop_00425,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,3b483ed15a90bbd4c13bbe9a60eba1b148dd521da6e5ed3c370f5cc59b0308ee,c4a1a9886d27f769
crop_00426,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,9fed337e13e29e21dcab4c592412ad02e61f4dd4132e2f7759ad7816a33cfc1c,4ec2f58e3c772f9f
crop_00427,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,2c88ef77cfa3e7cb1effc2b212f3f0e41b0e51cce84b50f3aafbd881fa5d7919,f09b9e78a25c0001
crop_00428,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,2785467ab5d942e04885deff323a288a15a0b1d8e0851673921d1164e9e6ca28,6043bd99702d2709
crop_00429,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,29db89038041e86b97961940444bb235ded805d01a80a64cf55f05f3dfb86a13,aeb03b415bcff8d5
crop_00430,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,26f89a08254158c462ee827a91e9e3be66a746a0786c311a4a57e8a46cb35751,68eef3e60c0354a3
crop_00431,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,ccd4592778481116ab091bcc4d6cf91e23a6cc31a150e8c5fbf97c9e42d1e571,0f843b6c6b98cbf3
crop_00432,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,c0dbdf31d72b11d2854df15c35b0eb239fafe919da1e6b93cb9787cfdd1e75a8,39d89159f59fca3b
crop_00433,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,2c1cd88bc217f96623565b2f05654138e260d9048c59aa01428c9ac830b317a7,6d69164fdf12514b
crop_00434,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,dc30b713525b1cc3ed6bd30e2117b3840cd283bb0aba6a04a2290863e160b08b,e84c0d0e9e940342
crop_00435,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,d17a7a3ddaa70d2a4d6f9ba5685e2fc3ecf167f34a027fe5739be2fe836df572,6884c6724a5b980c
crop_00436,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,93c69136eb6301866d252692f025b8e8c0147358f2d9155a9894c0a2859df09a,d0b7c4a8752d58ec
crop_00437,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,fb95727523dbc8450c4c335263581e28a6d8d6023585704ab3eee877683f6699,a30616e10d415c10
crop_00438,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,9892fce7e799c8db2a735ed4d0ae7ce48f770ef6c734b0d6b7436110b73b1ab1,59990a467c674b05
crop_00439,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,fad16c1571388cb9879072eb19a947b63c806c965d33459f5d073bdbb3480935,390a0922491f2d8a
crop_00440,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,6a5e7549145d2a114a0362bfa014335fa9629e4953023ffa8ed1fe21596ef57c,18a93d5a856f9c3f
crop_00441,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,70e7cb0475f16be3b67af820b2d34bfa22960466471cdae8e9875fcfe21924dd,91944bacf744d445
crop_00442,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,ea987d2963d1a6363bd65d61a7bec0c5a05eb4180aafc08747269ca0fec0fd1a,156584e545b099d9
crop_00443,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,04c0d381308ad63b02822904f461dfe67b8cf895d9ea81ac3fec3c6e6528369c,fc3d67bb97eb4dd4
crop_00444,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,1512549dd3be3275d17393855f5355db7b9dea3607c486b4907663c02a1daaa0,27bdc5c4139b4fc7
crop_00445,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,f26b2b1bc4238f917c4754e8645e252f60b3f4efc2549ce69135b1b195af032a,51dd2c46b1c7ffed
crop_00446,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,f07fb1823f7290811e35c4f6b2ce1b973241a94e3a927f036c85dbed05200e7c,9fb2465996b25bc8
crop_00447,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,a340660db07ef23d524a03c63186f0efdf030b44bc73f906e94b0e32c94fa720,ea66b5ebe5dd2eb8
crop_00448,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,2f656857336e2314007c3130b1874192592527ae14c1f25c26bc15d6c5166ef2,ca48ca5f1da82738
crop_00449,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,9396ee7ef447f84a3bebfcc85df22b9fd5026814d317d69885ca3af00682e577,a477dc34e9c24f90
crop_00450,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,e92e4ce216f3ff2f811d0bb104971656bb748cca17552ec21070b0d6f5a89d46,d39839373dedf0e3
crop_00451,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,6703e587e6510ec315e9471e81c08813c3c9a33f0f91ed57ea1c8567d60f645f,0da0a5e11ed7a15d
crop_00452,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,583ce1aa775e6bdf1ea07911531ba3d896ecf5f03350b46b559eff1365748982,65192f863d2394d2
crop_00453,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,6761147341bb88d614032696d17684132031859d3f0c6780f3178d80454ae566,ffcf9126e3e1c718
crop_00454,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,56dea08845c567eff2c0bcee8a7df923a38ac5e67dad6d746669ab128fb91742,896d24dc69e078c8
crop_00455,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,d1930ae0d59c219162227a5f34f0b5ed5e150cd7556829d3e11826b796c40164,b0d612f43a8180dc
crop_00456,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,323fc2945117e7720e282097bd8bfb8f8a10313c7a3d6bb69d7349fb55f771e5,64fe2bb37d5ba427
crop_00457,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,e4195368d33319fd5d73a746d635e5a8fe10b31aae7b61cc2c5ad84982e45c50,bb524f937fb3a60d
crop_00458,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,639e080a2f1100a596ee97e5b0fb0a760ad5ef5fe9350d7a3bb2e89685b7b61a,c481aa247e50a02d
crop_00459,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,96430cde59aca5d5fbb4d1ed946bc3c98ea634bdd8bb8428bf8eade65b188d66,39606cbbbeb6a068
crop_00460,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,b863356b0751c838c1032c510a514ac6abfb189c04d10014ad08f61d4e39f7fd,7dd64786246a53c7
crop_00461,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,712051cd7dacaaab9d9ad2d29c226f437f5e7ea2bbd95a8dc2ff479066e56e87,3f7454f3f221fa9d
crop_00462,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,9a46afa92dae0ccfb64c54d623c8dd00f54892e9ed24706a1023e3815aefaacd,fd4293947b14b459
crop_00463,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,48ab09063ca33b3ec85f6881bec86de0cf28161cfca74c51208397adf0e10e49,b10d45cf77aa1b2e
crop_00464,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,91568c7ce1e2aa54748605f925bf084794eedea5661147bf3a2adba4d265b706,155adb9915e79cef
crop_00465,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,8948e06296e04dcc48693efe0635dd440f4f5012c1fd5092bde2033a47b3ca47,bf0695c88a842880
crop_00466,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,e237c18b270d495454d2b945af12af53783d352deefc7be1a57e0d860fb987c5,381a41cf57f887c4
crop_00467,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;no-vest,4cac8906fd65d160995ad5dd51e269305de33e0c19cb3b4df5cd175f7b54eaca,42406aa39de8f2b0
crop_00468,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,65af137ddf8cd3977126b9622b9840b728b152fa3462843c8b3b7aac8c51f066,1c28f8e0fa130d96
crop_00469,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,d00606bd739096370333ce470e3177acdd3ea160a853768b7785de161ec38e4a,d847414bf3e709b7
crop_00470,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,79e428e0e3d1356c22bf0e5038e341dd0581af82d8b47d855c4685bf3c290bae,4f3b2e51bf03d9a1
crop_00471,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,bdea8d064d9ef6725166c70321eb231381d57f465b61a42b18fd4e3d2a0af535,7c2161fa5b6548f8
crop_00472,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,aa7c16cb9414e86ef2c6f158740ee26484fc03c4e5312a1e3110ba6f3a90a7b2,13299c771d6fc3f2
crop_00473,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,0abcc42a36deb358af01b0e944e4c69f72acc41747effc8adad17fca2aa335fc,c79e99d5525b25f2
crop_00474,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,a1a8f3170acbcf32dae91018d954be4bd8a502e0c9e42296653ddb9ae2aafe96,f04dd12ad2cd9f37
crop_00475,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,d191bac7fd9f05965f4128fa23c3277542a756f3b44fc795bf10c4e4e322de03,417eb2c78e716018
crop_00476,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,606099716e99946148c6a84d4643a61723b2fa86d7433dc91a4bb95c027656b8,c5ebf106a14059d6
crop_00477,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,dc6a350de36f8b095173025461e5e6e5671b50a58e5d6945b1343858e6e5e92d,9b6bba0009ec7777
crop_00478,rec_session_02.mp4,cam_01,site_a,session_02,train,helmet;vest,67d2d72536d6fa8c59cf8b8ef8a3e84cc464f9ac6c174fe4a4c6fc5346e0eeb6,7132d1ef596b3243
